x,dists
49000,0.25451841643280204
59000,0.27889549533476016
69000,0.26318175157124096
79000,0.2472475175742208
89000,0.2041508664764531
99000,0.14688639036568477
109000,0.1182003691078499
119000,0.12269287750088553
129000,0.10884317803571276
139000,0.10158267781336217
149000,0.07655467319693339
159000,0.11452010050763273
169000,0.10273261510610744
179000,0.09824091421352778
189000,0.07116322909200197
199000,0.05275306924275747
209000,0.04993409302878891
219000,0.056445474760691464
229000,0.057955590867914485
239000,0.038987744475591904
249000,0.036715551626304896
259000,0.04244471973340563
269000,0.01872499985422002
279000,0.04167729000780438
289000,0.03560097173595629
299000,0.01371998181798554
309000,0.03532481939637077
319000,0.04269292597909188
329000,0.053926378265025
339000,0.04016338219890515
349000,0.049826856836024336
359000,0.042771266426325366
369000,0.03950732995566029
379000,0.045240809518901574
389000,0.04123634294584751
399000,0.0467604801779249
409000,0.050412368671902075
419000,0.047332916337553155
429000,0.04762653786393155
439000,0.06117423040333037
449000,0.049686754905531046
459000,0.04636911951025943
469000,0.040169264090233914
479000,0.028370047120691643
489000,0.03028951200911587
499000,0.032034100120328035
509000,0.02715982570411594
519000,0.027350604505189984
529000,0.02527300322941614
539000,0.023968279395622287
549000,0.020364298147129915
559000,0.021306977402546036
569000,0.018310147107462493
579000,0.013553896367368286
589000,0.020523449301228826
599000,0.025426518467580046
609000,0.028132382180976613
619000,0.027122359609826067
629000,0.03077357449970461
639000,0.024512645229409685
649000,0.017266486322959785
659000,0.013510414926707843
669000,0.007855375942003555
679000,0.015170957846756653
689000,0.021169897618922646
699000,0.020433593135002308
709000,0.016780985995591177
719000,0.01881027595734066
729000,0.013701605968078399
739000,0.009431031713242177
749000,0.009644966281073083
759000,0.01074611209846519
769000,0.016080144368650913
779000,0.017109246316261224
789000,0.016216673421255722
799000,0.018167042236317255
809000,0.014672887248011874
819000,0.016035044682156784
829000,0.015599653133511575
839000,0.015823234541407463
849000,0.018139882057283268
859000,0.018044466251950754
869000,0.01516097915332735
879000,0.016883093727760812
889000,0.01574916605455344
899000,0.012174458871797803
